title,genres,year
What Planet Are You From?,"Comedy,Drama,Romance,Science Fiction",2000
Drive Angry,"Fantasy,Thriller,Action,Crime",2011
Street Fighter: The Legend of Chun-Li,"Action,Adventure,Science Fiction,Thriller",2009
The One,"Action,Science Fiction,Thriller",2001
The Adventures of Ford Fairlane,"Action,Comedy,Thriller,Crime,Mystery",1990
The Boat That Rocked,"Drama,Comedy",2009
Traffic,"Thriller,Drama,Crime",2000
Indiana Jones and the Last Crusade,"Adventure,Action",1989
Anna Karenina,"Drama,Romance",2012
Chappie,"Crime,Action,Science Fiction",2015
The Bone Collector,"Drama,Mystery,Thriller,Crime",1999
Panic Room,"Crime,Drama,Thriller",2002
Three Kings,"Action,Adventure,Comedy",1999
Child 44,"Crime,Thriller",2015
Rat Race,"Adventure,Comedy",2001
K-PAX,"Drama,Science Fiction",2001
Kate & Leopold,"Comedy,Fantasy,Romance,Science Fiction",2001
Bedazzled,"Fantasy,Comedy,Romance",2000
The Cotton Club,"Music,Drama,Crime,Romance",1984
Taken 3,"Thriller,Action",2014
Out of Sight,"Romance,Comedy,Crime",1998
The Cable Guy,"Comedy,Drama,Thriller",1996
Dick Tracy,"Adventure,Action,Comedy,Thriller,Crime",1990
The Thomas Crown Affair,"Drama,Crime,Romance",1999
Riding in Cars with Boys,"Comedy,Drama,Romance",2001
First Blood,"Action,Adventure,Thriller,War",1982
Solaris,"Drama,Science Fiction,Adventure,Mystery",1972
Happily N'Ever After,"Animation,Comedy,Family,Fantasy,Science Fiction",2006
Mary Reilly,"Drama,Horror,Thriller,Romance",1996
My Best Friend's Wedding,"Comedy,Romance",1997
America's Sweethearts,"Comedy,Romance",2001
Insomnia,"Crime,Mystery,Thriller",2002
Star Trek: First Contact,"Science Fiction,Action,Adventure,Thriller",1996
Jonah Hex,"Action,Western,Drama,Fantasy,Thriller",2010
Courage Under Fire,"Drama,Thriller,Mystery,War",1996
The Infiltrator,"Crime,Drama,Thriller",2016
Inchon,"Drama,History,War",1981
The Flintstones,"Fantasy,Comedy,Family",1994
Taken 2,"Action,Crime,Thriller",2012
Miss Congeniality,"Comedy,Crime,Action",2000
Journey to the Center of the Earth,"Action,Science Fiction,Adventure,Comedy,Family",2008
The Princess Diaries 2: Royal Engagement,"Comedy,Drama,Family,Romance",2004
The Pelican Brief,"Drama,Mystery,Thriller,Crime",1993
The Client,"Drama,Thriller,Crime,Mystery",1994
The Bucket List,"Drama,Comedy",2007
Patriot Games,"Drama,Action,Thriller,Crime",1992
Monster-in-Law,"Romance,Comedy",2005
Prisoners,"Drama,Thriller,Crime",2013
Training Day,"Action,Crime,Drama,Thriller",2001
Galaxy Quest,"Comedy,Family,Science Fiction",1999
The Muppets,"Comedy,Family,Music",2011
Blade,"Horror,Action",1998
Changing Lanes,"Action,Adventure,Crime,Thriller",2002
Anaconda,"Adventure,Horror,Thriller",1997
Love Actually,"Comedy,Romance,Drama",2003
A Bug's Life,"Adventure,Animation,Comedy,Family",1998
From Hell,"Horror,Mystery,Thriller",2001
The Specialist,"Action,Thriller",1994
Tin Cup,"Comedy,Drama,Romance",1996
"Yours, Mine and Ours","Comedy,Drama,Family",1968
Kicking & Screaming,"Romance,Comedy,Family",2005
The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Family,Science Fiction",2005
Fat Albert,"Comedy,Drama,Family",2004
Resident Evil: Extinction,"Horror,Action,Science Fiction",2007
Last Holiday,"Adventure,Comedy,Drama",2006
The River Wild,"Action,Adventure,Crime,Thriller",1994
The Indian in the Cupboard,"Adventure,Family,Fantasy",1995
Savages,"Crime,Drama,Thriller",2012
Cellular,"Action,Adventure,Crime,Thriller",2004
Johnny English,"Adventure,Action,Comedy",2003
The Ant Bully,"Fantasy,Adventure,Animation,Comedy,Family",2006
Dune,"Action,Science Fiction,Adventure",1984
Across the Universe,"Adventure,Drama,Music,Romance",2007
Revolutionary Road,"Drama,Romance",2008
16 Blocks,"Action,Adventure,Crime,Thriller",2006
Babylon A.D.,"Action,Adventure,Science Fiction,Thriller",2008
The Glimmer Man,"Action,Adventure,Crime,Drama,Thriller",1996
Multiplicity,"Comedy,Fantasy,Science Fiction",1996
Aliens in the Attic,"Adventure,Comedy,Family,Fantasy,Science Fiction",2009
The Pledge,"Crime,Drama,Mystery,Thriller",2001
The Producers,"Comedy,Music",2005
The Phantom,"Adventure,Action",1996
All the Pretty Horses,"Drama,Romance,Western",2000
Nixon,"History,Drama",1995
The Ghost Writer,"Thriller,Mystery",2010
Deep Rising,"Adventure,Action,Horror,Science Fiction",1998
Miracle at St. Anna,"Drama,War",2008
Curse of the Golden Flower,"Action,Drama,Fantasy",2006
Bangkok Dangerous,"Action,Crime,Thriller",2008
Big Trouble,"Action,Comedy,Thriller",2002
Love in the Time of Cholera,"Drama,Romance",2007
Shadow Conspiracy,"Action,Thriller",1997
Johnny English Reborn,"Crime,Adventure,Action,Comedy,Thriller",2011
Foodfight!,"Animation,Action,Comedy,Family",2012
Argo,"Drama,Thriller",2012
The Fugitive,"Adventure,Action,Thriller,Crime,Mystery",1993
Sleepers,"Crime,Drama,Thriller",1996
Rambo: First Blood Part II,"Action,Adventure,Thriller,War",1985
The Juror,"Drama,Thriller",1996
Pinocchio,"Animation,Family",1940
Heaven's Gate,"Action,Drama,History,Western",1980
Underworld: Evolution,"Fantasy,Action,Science Fiction,Thriller",2006
Victor Frankenstein,"Drama,Science Fiction,Thriller",2015
28 Days,"Comedy,Drama",2000
Unleashed,"Action,Crime",2005
The Sweetest Thing,"Romance,Comedy",2002
The Firm,"Drama,Mystery,Thriller",1993
The Mechanic,"Action,Thriller,Crime",2011
21 Jump Street,"Action,Comedy,Crime",2012
Notting Hill,"Romance,Comedy,Drama",1999
Chicken Run,"Animation,Comedy,Family",2000
Along Came Polly,"Comedy,Romance",2004
Boomerang,"Comedy,Romance",1992
The Heat,"Action,Comedy,Crime",2013
Cleopatra,"Drama,History,Romance",1963
High Crimes,"Drama,Mystery,Thriller,Crime",2002
The Mirror Has Two Faces,"Comedy,Drama,Romance",1996
The Mothman Prophecies,"Drama,Horror,Mystery",2002
Licence to Kill,"Adventure,Action,Thriller",1989
Red Riding Hood,"Fantasy,Thriller,Horror",2011
15 Minutes,"Action,Crime,Thriller",2001
Super Mario Bros.,"Adventure,Comedy,Family,Fantasy",1993
Lord of War,"Crime,Drama,Thriller",2005
Hero,"Drama,Adventure,Action,History",2002
One for the Money,"Action,Comedy,Crime",2012
The Interview,"Action,Comedy",2014
The Warrior's Way,"Adventure,Fantasy,Action,Western,Thriller",2010
Micmacs,"Action,Comedy,Crime",2009
Why I Did (Not) Eat My Father,"Adventure,Comedy,Animation",2015
A Knight's Tale,"Adventure,Drama,Romance,Action",2001
The Medallion,"Thriller,Fantasy,Action,Comedy",2003
The Sixth Sense,"Mystery,Thriller,Drama",1999
Man on a Ledge,"Action,Thriller,Crime",2012
American Hustle,"Drama,Crime",2013
The Proposal,"Comedy,Romance,Drama",2009
Double Jeopardy,"Crime,Drama,Mystery,Thriller",1999
Back to the Future Part II,"Adventure,Comedy,Family,Science Fiction",1989
Lucy,"Action,Science Fiction",2014
Fifty Shades of Grey,"Drama,Romance,Thriller",2015
Spy Kids 3-D: Game Over,"Action,Adventure,Comedy,Family,Science Fiction",2003
A Time to Kill,"Crime,Drama,Thriller",1996
Lone Survivor,"Action,Drama,Thriller,War",2013
He's Just Not That Into You,"Comedy,Romance,Drama",2009
Scream 3,"Horror,Mystery",2000
Back to the Future Part III,"Adventure,Comedy,Family,Science Fiction",1990
Dracula,"Romance,Horror",1992
Julie & Julia,"Romance,Drama",2009
The Talented Mr. Ripley,"Thriller,Crime,Drama",1999
Eight Below,"Adventure,Drama,Family",2006
Ride Along 2,"Action,Comedy",2016
The Last of the Mohicans,"Action,Adventure,Drama,History,Romance,War",1992
Ray,"Drama,Music",2004
Sin City,"Action,Thriller,Crime",2005
Vantage Point,"Drama,Action,Thriller,Crime",2008
Shallow Hal,"Comedy,Romance",2001
JFK,"Drama,Thriller,History",1991
Big Momma's House 2,"Comedy,Crime",2006
The Mexican,"Action,Comedy,Crime,Romance",2001
The Other Woman,"Comedy,Romance",2014
The Final Destination,"Horror,Mystery",2009
Bridge of Spies,"Thriller,Drama",2015
Behind Enemy Lines,"Action,Drama,Thriller,War",2001
Shall We Dance?,"Drama,Romance,Comedy",2004
Small Soldiers,"Comedy,Adventure,Fantasy,Science Fiction,Action",1998
Spawn,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller",1997
The Count of Monte Cristo,"Action,Adventure,Drama,Thriller",2002
The Lincoln Lawyer,"Crime,Drama,Thriller",2011
Unknown,"Action,Mystery,Thriller",2011
The Prestige,"Drama,Mystery,Thriller",2006
Escape from Planet Earth,"Animation,Comedy,Adventure,Family,Science Fiction",2013
Apocalypto,"Action,Adventure,Drama,Thriller",2006
The Living Daylights,"Action,Adventure,Thriller",1987
Predators,"Action,Science Fiction,Adventure,Thriller",2010
Legal Eagles,"Comedy,Crime,Drama,Romance,Thriller",1986
Secret Window,"Thriller,Mystery",2004
The Lake House,"Romance,Drama,Mystery",2006
The Skeleton Key,"Drama,Horror,Mystery,Thriller",2005
The Odd Life of Timothy Green,"Fantasy,Drama,Comedy,Family",2012
Made of Honor,"Comedy,Romance",2008
Jersey Boys,"Music,Drama",2014
The Rainmaker,"Drama,Crime,Thriller",1997
Gothika,"Horror,Thriller",2003
Amistad,"Drama,History,Mystery",1997
Aliens vs Predator: Requiem,"Fantasy,Action,Science Fiction,Thriller,Horror",2007
Ri¢hie Ri¢h,"Comedy,Family",1994
Autumn in New York,"Drama,Romance",2000
Music and Lyrics,"Comedy,Music,Romance",2007
Paul,"Adventure,Comedy,Science Fiction",2011
Scream 4,"Horror,Mystery",2011
8MM,"Thriller,Crime,Mystery",1999
The Doors,"Drama,Music",1991
Hanging Up,"Comedy,Drama",2000
Final Destination 5,"Horror,Mystery",2011
Mickey Blue Eyes,"Comedy,Crime,Romance",1999
Pay It Forward,"Drama,Romance",2000
Fever Pitch,"Comedy,Drama,Romance",2005
A Million Ways to Die in the West,"Comedy,Western",2014
The Shadow,"Adventure,Fantasy,Action,Thriller,Science Fiction",1994
Morning Glory,"Comedy,Drama,Romance",2010
The Art of War,"Crime,Action,Adventure",2000
Rent,"Drama,Romance",2005
Bless the Child,"Drama,Horror,Thriller,Crime",2000
The Island of Dr. Moreau,"Fantasy,Horror,Science Fiction",1996
The Musketeer,"Action,Adventure,Drama",2001
Sweet November,"Drama,Romance",2001
Mean Streets,"Drama,Crime",1973
Renaissance Man,"Comedy,War",1994
Colombiana,"Action,Thriller,Crime,Drama",2011
Quest for Camelot,"Fantasy,Animation,Drama,Romance,Family",1998
City By The Sea,"Crime,Drama,Mystery",2002
At First Sight,"Drama,Romance",1999
City Hall,"Drama,Thriller",1996
Marie Antoinette,"Drama,History",2006
Kiss of Death,"Action,Crime,Drama,Thriller",1995
Get Carter,"Action,Drama,Thriller,Crime",2000
The Impossible,"Thriller,Drama",2012
Ishtar,"Action,Adventure,Comedy",1987
Fantastic Mr. Fox,"Adventure,Animation,Comedy,Family",2009
Life or Something Like It,"Comedy,Drama,Romance",2002
Memoirs of an Invisible Man,"Comedy,Fantasy,Science Fiction",1992
Amélie,"Comedy,Romance",2001
Big Miracle,"Adventure,Drama,Romance",2012
The Deep End of the Ocean,"Drama,Mystery",1999
FearDotCom,"Horror,Thriller",2002
Cirque du Freak: The Vampire's Assistant,"Adventure,Fantasy,Action,Thriller",2009
Duplex,"Action,Comedy,Thriller",2003
Soul Men,"Comedy,Music",2008
Raise the Titanic,"Action,Drama,Thriller",1980
Universal Soldier: The Return,"Action,Science Fiction",1999
Pandorum,"Action,Horror,Mystery,Science Fiction,Thriller",2009
Impostor,"Action,Science Fiction,Thriller",2001
Extreme Ops,"Action,Adventure,Drama,Thriller",2002
Just Visiting,"Comedy,Fantasy,Science Fiction",2001
Sunshine,"Science Fiction,Thriller",2007
A Thousand Words,"Drama,Comedy",2012
Delgo,"Adventure,Fantasy,Animation,Comedy,Science Fiction,Family",2008
The Gunman,"Action,Drama,Crime",2015
Stormbreaker,"Adventure,Action,Family",2006
Disturbia,"Thriller,Drama,Mystery",2007
Hackers,"Action,Crime,Thriller,Drama",1995
The Hunting Party,"Action,Adventure,Thriller,Drama",2007
The Hudsucker Proxy,"Comedy,Drama",1994
The Warlords,"Action,Drama,History",2007
Nomad: The Warrior,"Action,History,War",2005
Snowpiercer,"Action,Science Fiction,Drama",2013
A Monster in Paris,"Adventure,Animation,Comedy,Family,Fantasy",2011
The Last Shot,"Action,Comedy",2004
The Crow,"Fantasy,Action,Thriller",1994
Baahubali: The Beginning,"Action,Adventure,War,History",2015
The Time Traveler's Wife,"Drama,Romance,Fantasy",2009
Frankenweenie,"Animation,Comedy,Family",2012
Serenity,"Science Fiction,Action,Adventure,Thriller",2005
Against the Ropes,"Romance,Drama",2004
Superman III,"Comedy,Action,Adventure,Fantasy,Science Fiction",1983
Red Cliff,"Adventure,Drama,Action",2008
Sweet Home Alabama,"Comedy,Romance",2002
The Ugly Truth,"Comedy,Romance",2009
Sgt. Bilko,"Comedy,Family",1996
Spy Kids 2: The Island of Lost Dreams,"Action,Adventure,Family",2002
Star Trek: Generations,"Science Fiction,Action,Adventure,Thriller",1994
The Grandmaster,"Action,Drama,History",2013
Water for Elephants,"Drama,Romance",2011
Dragon Nest: Warriors' Dawn,"Adventure,Family,Fantasy,Animation",2014
Enough,"Drama,Thriller",2002
Heartbreakers,"Crime,Comedy,Romance",2001
Paul Blart: Mall Cop 2,"Action,Comedy,Family",2015
Angel Eyes,"Drama,Romance,Thriller",2001
The Ninth Gate,"Horror,Mystery,Thriller",1999
Extreme Measures,"Drama,Thriller",1996
Rock Star,"Music,Drama,Comedy",2001
White Squall,"Action,Drama",1996
The Thing,"Horror,Mystery,Science Fiction",1982
Riddick,"Science Fiction,Action,Thriller",2013
Switchback,"Action,Adventure,Mystery,Thriller",1997
Texas Rangers,"Action,Western",2001
City of Ember,"Adventure,Family,Fantasy",2008
Virgin Territory,"Adventure,Action,Comedy,Romance",2007
The 5th Wave,"Adventure,Science Fiction",2016
The Town,"Crime,Drama,Thriller",2010
What to Expect When You're Expecting,"Romance,Comedy,Drama",2012
Burn After Reading,"Comedy,Drama",2008
Nim's Island,"Adventure,Comedy,Family,Fantasy",2008
Rush,"Drama,Action",2013
Cop Out,"Action,Comedy,Crime",2010
How to Be Single,"Comedy,Romance",2016
Dolphin Tale,"Drama,Family",2011
Twilight,"Adventure,Fantasy,Drama,Romance",2008
John Q,"Drama,Thriller,Crime",2002
Blue Streak,"Action,Comedy,Crime",1999
We're the Millers,"Comedy,Crime",2013
The Inhabited Island,"Action,Fantasy,Science Fiction,Thriller",2008
Breakdown,"Drama,Action,Thriller",1997
Never Say Never Again,"Adventure,Action,Thriller",1983
Hot Tub Time Machine,"Science Fiction,Comedy,Adventure",2010
Dolphin Tale 2,"Family,Drama",2014
A Man Apart,"Action,Drama",2003
Aloha,"Drama,Comedy,Romance",2015
Ghosts of Mississippi,"History,Drama",1996
Snow Falling on Cedars,"Drama,Romance",1999
The Rite,"Drama,Thriller,Horror",2011
Gattaca,"Thriller,Science Fiction,Mystery,Romance",1997
Isn't She Great,"Drama,Comedy",2000
Space Chimps,"Animation,Family",2008
Ip Man 3,"Action,Drama,History",2015
Austin Powers: The Spy Who Shagged Me,"Adventure,Comedy,Crime,Science Fiction",1999
Batman,"Fantasy,Action",1989
Lethal Weapon 3,"Adventure,Action,Comedy,Thriller,Crime",1992
Spy Kids,"Action,Comedy,Family,Adventure",2001
Horrible Bosses,"Comedy,Crime",2011
True Grit,"Drama,Adventure,Western",2010
The Devil Wears Prada,"Comedy,Drama,Romance",2006
Star Trek: The Motion Picture,"Science Fiction,Adventure,Mystery",1979
Identity Thief,"Comedy,Crime",2013
Cape Fear,"Crime,Thriller",1991
21,"Drama,Crime",2008
Guess Who,"Comedy,Romance",2005
The English Patient,"Drama,Romance,War",1996
L.A. Confidential,"Crime,Drama,Mystery,Thriller",1997
Sky High,"Adventure,Comedy,Family",2005
In & Out,"Comedy,Romance",1997
Species,"Science Fiction,Horror,Action",1995
The Cell,"Horror,Science Fiction,Thriller",2000
The Man in the Iron Mask,"Action,Adventure,Drama",1998
TMNT,"Adventure,Animation,Comedy,Family",2007
Friends with Benefits,"Romance,Comedy",2011
Saving Mr. Banks,"Comedy,Drama,History",2013
Malcolm X,"Drama,History",1992
Old Dogs,"Comedy,Family",2009
Underworld: Rise of the Lycans,"Fantasy,Action,Adventure,Science Fiction,Thriller",2009
Must Love Dogs,"Comedy,Romance",2005
Donnie Brasco,"Crime,Drama,Thriller",1997
Resident Evil,"Horror,Action,Science Fiction",2002
The Ladykillers,"Comedy,Crime,Thriller",2004
In Time,"Action,Thriller,Science Fiction",2011
The Back-Up Plan,"Comedy,Romance",2010
Something Borrowed,"Comedy,Drama,Romance",2011
Black Knight,"Adventure,Comedy,Fantasy",2001
The Bad News Bears,"Comedy,Family",1976
Street Fighter,"Action,Adventure,Thriller",1994
The Pianist,"Drama,War",2002
The Nativity Story,"Drama,History",2006
Closer,"Drama,Romance",2004
J. Edgar,"Drama,Crime,History",2011
Mirrors,"Horror,Mystery,Thriller",2008
Queen of the Damned,"Drama,Fantasy,Horror",2002
Predator 2,"Science Fiction,Action,Thriller",1990
Blast from the Past,"Comedy,Romance",1999
Jersey Girl,"Comedy,Romance",2004
Alex Cross,"Action,Thriller,Crime,Mystery",2012
Midnight in the Garden of Good and Evil,"Crime,Drama,Mystery,Thriller",1997
Heist,"Crime,Action,Thriller",2015
Nanny McPhee and the Big Bang,"Comedy,Fantasy",2010
Hoffa,"Crime,History",1992
The X Files: I Want to Believe,"Drama,Mystery,Science Fiction,Thriller",2008
Ella Enchanted,"Family,Fantasy,Comedy",2004
Abduction,"Thriller,Action,Mystery",2011
Valiant,"Animation,Family,Adventure",2005
Wonder Boys,"Comedy,Drama",2000
Superhero Movie,"Action,Comedy,Science Fiction",2008
Broken City,"Thriller,Crime,Drama",2013
Cursed,"Horror,Comedy",2005
Premium Rush,"Crime,Action,Thriller",2012
Hot Pursuit,"Action,Comedy,Crime",2015
The Four Feathers,"War,Adventure,Drama,Romance",2002
Parker,"Action,Crime",2013
Wimbledon,"Comedy,Romance",2004
Bait,"Action,Horror,Thriller",2012
Krull,"Fantasy,Action,Adventure",1983
Lions for Lambs,"Action,Adventure,Drama,History",2007
Flight of the Intruder,"Action,Adventure,Drama,Thriller",1991
Walk Hard: The Dewey Cox Story,"Comedy,Music",2007
The Shipping News,"Drama,Romance",2001
American Outlaws,"Action,Western",2001
The Young Victoria,"Drama,History,Romance",2009
Whiteout,"Action,Crime,Mystery,Thriller",2009
The Tree of Life,"Drama,Fantasy",2011
Knock Off,"Action,Adventure,Thriller",1998
Sabotage,"Action,Drama,Thriller,Crime",2014
The Order,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",2003
Punisher: War Zone,"Action,Crime",2008
Zoom,"Family,Fantasy,Comedy",2006
The Walk,"Adventure,Drama,Thriller",2015
Warriors of Virtue,"Fantasy,Family,Action",1997
A Good Year,"Comedy,Drama,Romance",2006
Bound by Honor,"Action,Crime,Drama,Thriller",1993
Smilla's Sense of Snow,"Action,Crime,Drama,Mystery,Thriller",1997
Femme Fatale,"Thriller,Crime,Romance",2002
Lion of the Desert,"Action,History,War",1981
The Horseman on the Roof,"War,Adventure,Drama,Romance",1995
Ride with the Devil,"Drama,War,Romance,Western",1999
Bandidas,"Action,Comedy,Western,Crime",2006
Black Water Transit,"Drama,Crime",2009
The Maze Runner,"Action,Mystery,Science Fiction,Thriller",2014
The Age of Innocence,"Drama,Romance",1993
The Fountain,"Drama,Adventure,Science Fiction,Romance",2006
Chill Factor,"Action,Comedy,Thriller",1999
Stolen,"Action,Crime,Drama,Thriller",2012
Ponyo,"Animation,Family",2008
The Longest Ride,"Drama,Romance",2015
The Astronaut's Wife,"Drama,Science Fiction,Thriller",1999
I Dreamed of Africa,"Romance,Drama,Adventure",2000
Playing for Keeps,"Comedy,Romance",2012
Mandela: Long Walk to Freedom,"Drama,History",2013
Reds,"Drama,History",1981
Exit Wounds,"Action,Crime,Thriller",2001
Big Momma's House,"Crime,Comedy",2000
Thunder and the House of Magic,"Family,Fantasy,Animation,Adventure",2013
The Darkest Hour,"Horror,Action,Thriller,Science Fiction",2011
Step Up Revolution,"Music,Drama,Romance",2012
Snakes on a Plane,"Action,Crime,Horror,Thriller",2006
The Watcher,"Mystery,Thriller",2000
The Punisher,"Action,Crime,Drama",2004
Safe,"Action,Crime,Thriller",2012
Pushing Tin,"Comedy,Drama",1999
Return of the Jedi,"Adventure,Action,Science Fiction",1983
Doomsday,"Action,Thriller,Science Fiction",2008
The Reader,"Drama,Romance",2008
